"","Año_Edicion","Cod_region","Provincia","Region","Genero","Edad","Rango_edad","Nivel_de_instrucción","Sit_laboral","Quintil_ingresos","Ingreso_mensual_pesos_hogar","Cobertura_salud","Indice_NBI_hogar_dic","Promedio_fyv_dia","Promedio_fv_Diario_Dic","Cumple_No_Cumple_FyV"
"6983",2018,2,"Córdoba",2,"Masculino",60,4,"Terciario_Universitario","Ocupado","5",55000,"Salud_Privada","0",1.29,"No_cumple","0"
"6984",2018,2,"Córdoba",2,"Masculino",22,4,"Secundario","Ocupado","1",5000,"Salud_Publica","1",0.57,"No_cumple","0"
"6985",2018,2,"Córdoba",2,"Femenino",82,5,"Primario","Inactivo","5",30000,"Salud_Privada","0",2.29,"No_cumple","0"
"6986",2018,2,"Córdoba",2,"Femenino",21,1,"Secundario","Ocupado","5",35000,"Salud_Privada","0",0.43,"No_cumple","0"
"6987",2018,2,"Córdoba",2,"Femenino",50,4,"Terciario_Universitario","Ocupado","5",28000,"Salud_Privada","0",2.86,"No_cumple","0"
"6988",2018,2,"Córdoba",2,"Masculino",60,4,"Primario","Inactivo","4",23000,"Salud_Privada","0",2.57,"No_cumple","0"
"6989",2018,2,"Córdoba",2,"Masculino",31,2,"Terciario_Universitario","Ocupado","4",20000,"Salud_Privada","0",5.86,"Cumple","1"
"6990",2018,2,"Córdoba",2,"Femenino",82,5,"Primario","Inactivo","3",20000,"Salud_Privada","0",2.57,"No_cumple","0"
"6991",2018,2,"Córdoba",2,"Femenino",28,2,"Secundario","Ocupado","4",20000,"Salud_Privada","0",0.57,"No_cumple","0"
"6992",2018,2,"Córdoba",2,"Masculino",58,4,"Secundario","Ocupado","1",0,"Salud_Publica","0",1.57,"No_cumple","0"
"6993",2018,2,"Córdoba",2,"Femenino",39,3,"Terciario_Universitario","Inactivo","2",15000,"Salud_Privada","0",2.71,"No_cumple","0"
"6994",2018,2,"Córdoba",2,"Femenino",32,2,"Secundario","Ocupado","4",35000,"Salud_Privada","0",3,"Cumple","1"
"6995",2018,2,"Córdoba",2,"Masculino",65,5,"Terciario_Universitario","Inactivo","5",60000,"Salud_Privada","0",2.86,"No_cumple","0"
"6996",2018,2,"Córdoba",2,"Femenino",29,4,"Terciario_Universitario","Desocupado","1",8000,"Salud_Privada","0",0.93,"No_cumple","0"
"6997",2018,2,"Córdoba",2,"Masculino",41,3,"Secundario","Inactivo","2",15000,"Salud_Publica","0",0.71,"No_cumple","0"
"6998",2018,2,"Córdoba",2,"Femenino",33,5,"Terciario_Universitario","Ocupado","3",30000,"Salud_Privada","0",1.86,"No_cumple","0"
"6999",2018,2,"Córdoba",2,"Masculino",45,3,"Secundario","Ocupado","4",30000,"Salud_Privada","0",1.71,"No_cumple","0"
"7000",2018,2,"Córdoba",2,"Femenino",65,5,"Terciario_Universitario","Ocupado","5",50000,"Salud_Privada","0",2.29,"No_cumple","0"
"7001",2018,2,"Córdoba",2,"Masculino",88,5,"Primario","Inactivo","2",7500,"Salud_Privada","0",1.14,"No_cumple","0"
"7002",2018,2,"Córdoba",2,"Masculino",19,4,"Secundario","Desocupado","2",20000,"Salud_Publica","0",0,"No_cumple","0"
"7003",2018,2,"Córdoba",2,"Masculino",51,4,"Primario","Ocupado","2",8000,"Salud_Publica","0",1.43,"No_cumple","0"
"7004",2018,2,"Córdoba",2,"Masculino",19,3,"Terciario_Universitario","Ocupado","4",30000,"Salud_Privada","0",1,"No_cumple","0"
"7005",2018,2,"Córdoba",2,"Femenino",80,5,"Terciario_Universitario","Inactivo","5",25000,"Salud_Privada","0",4,"Cumple","1"
"7006",2018,2,"Córdoba",2,"Masculino",32,2,"Terciario_Universitario","Ocupado","5",70000,"Salud_Privada","0",2.29,"No_cumple","0"
"7007",2018,2,"Córdoba",2,"Femenino",20,1,"Secundario","Desocupado","2",8000,"Salud_Privada","0",3.14,"Cumple","1"
"7008",2018,2,"Córdoba",2,"Masculino",59,4,"Secundario","Inactivo","4",20000,"Salud_Privada","0",2,"No_cumple","0"
"7009",2018,2,"Córdoba",2,"Femenino",40,3,"Terciario_Universitario","Ocupado","5",25000,"Salud_Privada","0",8,"Cumple","1"
"7010",2018,2,"Córdoba",2,"Masculino",36,3,"Secundario","Desocupado","2",13000,"Salud_Publica","0",2.86,"No_cumple","0"
"7011",2018,2,"Córdoba",2,"Femenino",21,5,"Secundario","Ocupado","4",40000,"Salud_Publica","0",2,"No_cumple","0"
"7012",2018,2,"Córdoba",2,"Femenino",24,3,"Secundario","Desocupado","2",15000,"Salud_Privada","0",0,"No_cumple","0"
"7013",2018,2,"Córdoba",2,"Femenino",72,5,"Primario","Inactivo","3",15500,"Salud_Privada","0",1.29,"No_cumple","0"
"7014",2018,2,"Córdoba",2,"Femenino",49,3,"Secundario","Ocupado","3",18000,"Salud_Privada","0",1.43,"No_cumple","0"
"7015",2018,2,"Córdoba",2,"Femenino",36,3,"Secundario","Ocupado","2",9300,"Salud_Publica","0",2.57,"No_cumple","0"
"7016",2018,2,"Córdoba",2,"Masculino",70,5,"Secundario","Inactivo","5",30000,"Salud_Privada","0",1.86,"No_cumple","0"
"7017",2018,2,"Córdoba",2,"Femenino",44,3,"Secundario","Ocupado","1",4900,"Salud_Publica","0",3.14,"Cumple","1"
"7018",2018,2,"Córdoba",2,"Femenino",73,5,"Primario","Inactivo","5",43000,"Salud_Privada","0",2,"No_cumple","0"
"7019",2018,2,"Córdoba",2,"Femenino",69,5,"Primario","Inactivo","2",8000,"Salud_Privada","0",4,"Cumple","1"
"7020",2018,2,"Córdoba",2,"Femenino",49,4,"Primario","Ocupado","4",35000,"Salud_Privada","0",1,"No_cumple","0"
"7021",2018,2,"Córdoba",2,"Masculino",44,3,"Terciario_Universitario","Ocupado","4",40000,"Salud_Privada","0",2,"No_cumple","0"
"7022",2018,2,"Córdoba",2,"Femenino",54,4,"Terciario_Universitario","Ocupado","5",30000,"Salud_Privada","0",0.86,"No_cumple","0"
"7023",2018,2,"Córdoba",2,"Femenino",34,3,"Secundario","Inactivo","2",20000,"Salud_Publica","0",2,"No_cumple","0"
"7024",2018,2,"Córdoba",2,"Femenino",61,5,"Primario","Inactivo","2",18900,"Salud_Privada","0",1.14,"No_cumple","0"
"7025",2018,2,"Córdoba",2,"Masculino",79,5,"Primario","Inactivo","3",17000,"Salud_Privada","0",2.43,"No_cumple","0"
"7026",2018,2,"Córdoba",2,"Masculino",67,5,"Primario","Inactivo","3",16000,"Salud_Privada","0",2.5,"No_cumple","0"
"7027",2018,2,"Córdoba",2,"Femenino",19,4,"Secundario","Inactivo","4",20000,"Salud_Privada","0",0.43,"No_cumple","0"
"7028",2018,2,"Córdoba",2,"Femenino",42,3,"Primario","Ocupado","1",7000,"Salud_Publica","0",4,"Cumple","1"
"7029",2018,2,"Córdoba",2,"Femenino",22,3,"Primario","Inactivo","2",20000,"Salud_Privada","1",0.14,"No_cumple","0"
"7030",2018,2,"Córdoba",2,"Femenino",63,4,"Secundario","Inactivo","4",15000,"Salud_Privada","0",2.71,"No_cumple","0"
"7031",2018,2,"Córdoba",2,"Masculino",57,3,"Secundario","Ocupado","5",30000,"Salud_Privada","0",0.43,"No_cumple","0"
"7032",2018,2,"Córdoba",2,"Masculino",49,4,"Secundario","Ocupado","2",13000,"Salud_Publica","0",1.43,"No_cumple","0"
"7033",2018,2,"Córdoba",2,"Masculino",41,3,"Primario","Ocupado","4",40000,"Salud_Privada","0",1,"No_cumple","0"
"7034",2018,2,"Córdoba",2,"Masculino",39,3,"Primario","Ocupado","1",2000,"Salud_Publica","0",2.86,"No_cumple","0"
"7035",2018,2,"Córdoba",2,"Masculino",56,4,"Secundario","Desocupado","2",10000,"Salud_Publica","0",3,"Cumple","1"
"7036",2018,2,"Córdoba",2,"Masculino",29,2,"Secundario","Ocupado","4",20000,"Salud_Privada","0",1.86,"No_cumple","0"
"7037",2018,2,"Córdoba",2,"Femenino",25,2,"Secundario","Ocupado","3",17000,"Salud_Privada","0",2,"No_cumple","0"
"7038",2018,2,"Córdoba",2,"Masculino",32,2,"Terciario_Universitario","Inactivo","4",15000,"Salud_Publica","0",1,"No_cumple","0"
"7039",2018,2,"Córdoba",2,"Femenino",49,3,"Secundario","Inactivo","3",25000,"Salud_Publica","0",1.57,"No_cumple","0"
"7040",2018,2,"Córdoba",2,"Masculino",24,1,"Terciario_Universitario","Ocupado","2",7000,"Salud_Privada","0",0.36,"No_cumple","0"
"7041",2018,2,"Córdoba",2,"Masculino",56,4,"Secundario","Desocupado","2",17000,"Salud_Publica","0",2.57,"No_cumple","0"
"7042",2018,2,"Córdoba",2,"Masculino",43,3,"Secundario","Ocupado","1",6000,"Salud_Publica","0",5,"Cumple","1"
"7043",2018,2,"Córdoba",2,"Femenino",75,5,"Terciario_Universitario","Inactivo","4",20000,"Salud_Privada","0",3,"Cumple","1"
"7044",2018,2,"Córdoba",2,"Femenino",83,5,"Secundario","Inactivo","4",18000,"Salud_Privada","0",2.86,"No_cumple","0"
"7045",2018,2,"Córdoba",2,"Masculino",34,2,"Secundario","Ocupado","3",22000,"Salud_Privada","0",0.14,"No_cumple","0"
"7046",2018,2,"Córdoba",2,"Masculino",43,3,"Primario","Ocupado","1",10000,"Salud_Privada","0",1.29,"No_cumple","0"
"7047",2018,2,"Córdoba",2,"Femenino",36,3,"Terciario_Universitario","Desocupado","1",8000,"Salud_Privada","1",0.57,"No_cumple","0"
"7048",2018,2,"Córdoba",2,"Femenino",73,5,"Primario","Inactivo","4",20000,"Salud_Privada","0",1.71,"No_cumple","0"
"7049",2018,2,"Córdoba",2,"Masculino",61,4,"Terciario_Universitario","Ocupado","3",14000,"Salud_Publica","0",1.71,"No_cumple","0"
"7050",2018,2,"Córdoba",2,"Masculino",70,5,"Primario","Inactivo","1",1500,"Salud_Privada","0",1.86,"No_cumple","0"
"7051",2018,2,"Córdoba",2,"Masculino",25,4,"Terciario_Universitario","Desocupado","4",28000,"Salud_Publica","0",1.29,"No_cumple","0"
"7052",2018,2,"Córdoba",2,"Femenino",61,4,"Terciario_Universitario","Inactivo","5",50000,"Salud_Publica","0",2,"No_cumple","0"
"7053",2018,2,"Córdoba",2,"Masculino",26,2,"Terciario_Universitario","Ocupado","4",17000,"Salud_Publica","0",2.57,"No_cumple","0"
"7054",2018,2,"Córdoba",2,"Femenino",32,5,"Secundario","Inactivo","3",16000,"Salud_Publica","0",2,"No_cumple","0"
"7055",2018,2,"Córdoba",2,"Femenino",38,3,"Terciario_Universitario","Ocupado","3",17000,"Salud_Publica","0",1.71,"No_cumple","0"
"7056",2018,2,"Córdoba",2,"Masculino",35,3,"Secundario","Ocupado","1",7000,"Salud_Publica","1",1.29,"No_cumple","0"
"7057",2018,2,"Córdoba",2,"Femenino",28,2,"Terciario_Universitario","Desocupado","3",18000,"Salud_Privada","0",1.86,"No_cumple","0"
"7058",2018,2,"Córdoba",2,"Femenino",79,5,"Primario","Inactivo","3",15000,"Salud_Privada","0",1.57,"No_cumple","0"
"7059",2018,2,"Córdoba",2,"Femenino",18,1,"Secundario","Ocupado","2",15000,"Salud_Publica","0",0.14,"No_cumple","0"
"7060",2018,2,"Córdoba",2,"Masculino",77,5,"Primario","Inactivo","3",14000,"Salud_Privada","0",1,"No_cumple","0"
"7061",2018,2,"Córdoba",2,"Femenino",36,3,"Secundario","Ocupado","3",16000,"Salud_Privada","0",2,"No_cumple","0"
"7062",2018,2,"Córdoba",2,"Femenino",68,5,"Primario","Inactivo","4",16000,"Salud_Privada","0",3,"Cumple","1"
"7063",2018,2,"Córdoba",2,"Femenino",24,4,"Terciario_Universitario","Ocupado","3",15000,"Salud_Publica","0",3,"Cumple","1"
"7064",2018,2,"Córdoba",2,"Masculino",65,5,"Primario","Ocupado","3",20000,"Salud_Publica","0",5,"Cumple","1"
"7065",2018,2,"Córdoba",2,"Femenino",77,5,"Primario","Inactivo","2",7000,"Salud_Privada","0",1.57,"No_cumple","0"
"7066",2018,2,"Córdoba",2,"Femenino",51,4,"Terciario_Universitario","Ocupado","4",35000,"Salud_Privada","0",2.14,"No_cumple","0"
"7067",2018,2,"Córdoba",2,"Masculino",30,4,"Secundario","Inactivo","2",15000,"Salud_Privada","0",2,"No_cumple","0"
"7068",2018,2,"Córdoba",2,"Femenino",28,4,"Secundario","Inactivo","1",10000,"Salud_Publica","0",2.57,"No_cumple","0"
"7069",2018,2,"Córdoba",2,"Femenino",50,4,"Terciario_Universitario","Inactivo","1",7000,"Salud_Publica","0",1,"No_cumple","0"
"7070",2018,2,"Córdoba",2,"Masculino",78,4,"Secundario","Inactivo","2",10000,"Salud_Privada","0",1.57,"No_cumple","0"
"7071",2018,2,"Córdoba",2,"Femenino",89,4,"Secundario","Inactivo","4",20000,"Salud_Privada","0",1.29,"No_cumple","0"
"7072",2018,2,"Córdoba",2,"Femenino",30,2,"Terciario_Universitario","Ocupado","1",7000,"Salud_Privada","0",3,"Cumple","1"
"7073",2018,2,"Córdoba",2,"Masculino",43,3,"Secundario","Ocupado","5",50000,"Salud_Privada","0",2.43,"No_cumple","0"
"7074",2018,2,"Córdoba",2,"Femenino",35,3,"Secundario","Inactivo","3",20000,"Salud_Publica","0",1.29,"No_cumple","0"
"7075",2018,2,"Córdoba",2,"Femenino",20,1,"Terciario_Universitario","Ocupado","3",13000,"Salud_Privada","0",2.71,"No_cumple","0"
"7076",2018,2,"Córdoba",2,"Femenino",70,5,"Primario","Inactivo","4",16000,"Salud_Privada","0",1.14,"No_cumple","0"
"7077",2018,2,"Córdoba",2,"Masculino",30,2,"Terciario_Universitario","Ocupado","4",18000,"Salud_Privada","0",1.29,"No_cumple","0"
"7078",2018,2,"Córdoba",2,"Femenino",30,2,"Secundario","Inactivo","2",12000,"Salud_Publica","0",1.36,"No_cumple","0"
"7079",2018,2,"Córdoba",2,"Femenino",22,4,"Secundario","Inactivo","2",20000,"Salud_Publica","0",0.29,"No_cumple","0"
"7080",2018,2,"Córdoba",2,"Masculino",19,3,"Terciario_Universitario","Inactivo","1",7000,"Salud_Privada","0",1.64,"No_cumple","0"
"7081",2018,2,"Córdoba",2,"Femenino",35,3,"Secundario","Inactivo","5",80000,"Salud_Publica","0",0.57,"No_cumple","0"
"7082",2018,2,"Córdoba",2,"Masculino",55,4,"Secundario","Ocupado","5",50000,"Salud_Privada","0",2,"No_cumple","0"
"7083",2018,2,"Córdoba",2,"Femenino",44,3,"Terciario_Universitario","Ocupado","5",30000,"Salud_Privada","0",1.43,"No_cumple","0"
"7084",2018,2,"Córdoba",2,"Femenino",68,5,"Secundario","Inactivo","2",8500,"Salud_Privada","0",1.57,"No_cumple","0"
"7085",2018,2,"Córdoba",2,"Femenino",54,4,"Terciario_Universitario","Ocupado","5",50000,"Salud_Privada","0",5,"Cumple","1"
"7086",2018,2,"Córdoba",2,"Masculino",70,5,"Primario","Inactivo","2",12000,"Salud_Privada","0",1.57,"No_cumple","0"
"7087",2018,2,"Córdoba",2,"Femenino",70,5,"Primario","Inactivo","4",16000,"Salud_Privada","0",1.29,"No_cumple","0"
"7088",2018,2,"Córdoba",2,"Femenino",36,3,"Secundario","Ocupado","2",13000,"Salud_Privada","0",0.43,"No_cumple","0"
"7089",2018,2,"Córdoba",2,"Femenino",50,3,"Secundario","Ocupado","5",61000,"Salud_Privada","0",2.29,"No_cumple","0"
"7090",2018,2,"Córdoba",2,"Masculino",27,2,"Primario","Ocupado","3",23000,"Salud_Privada","0",0.71,"No_cumple","0"
"7091",2018,2,"Córdoba",2,"Masculino",62,4,"Primario","Inactivo","1",6000,"Salud_Publica","0",0.79,"No_cumple","0"
"7092",2018,2,"Córdoba",2,"Femenino",80,3,"Primario","Inactivo","4",30000,"Salud_Privada","0",3,"Cumple","1"
"7093",2018,2,"Córdoba",2,"Femenino",31,2,"Secundario","Ocupado","2",18000,"Salud_Privada","0",0.86,"No_cumple","0"
"7094",2018,2,"Córdoba",2,"Masculino",29,2,"Secundario","Ocupado","5",38000,"Salud_Privada","0",1.57,"No_cumple","0"
"7095",2018,2,"Córdoba",2,"Femenino",85,5,"Secundario","Inactivo","3",12000,"Salud_Privada","0",1.43,"No_cumple","0"
"7096",2018,2,"Córdoba",2,"Femenino",44,3,"Terciario_Universitario","Ocupado","4",42000,"Salud_Privada","0",3.71,"Cumple","1"
"7097",2018,2,"Córdoba",2,"Femenino",36,3,"Terciario_Universitario","Ocupado","4",20000,"Salud_Privada","0",2,"No_cumple","0"
"7098",2018,2,"Córdoba",2,"Femenino",54,4,"Secundario","Ocupado","4",30000,"Salud_Privada","0",4,"Cumple","1"
"7099",2018,2,"Córdoba",2,"Femenino",33,4,"Secundario","Inactivo","1",8000,"Salud_Publica","1",1,"No_cumple","0"
"7100",2018,2,"Córdoba",2,"Femenino",71,5,"Primario","Inactivo","5",30000,"Salud_Privada","0",1.57,"No_cumple","0"
"7101",2018,2,"Córdoba",2,"Masculino",29,2,"Terciario_Universitario","Ocupado","5",30000,"Salud_Privada","0",3.29,"Cumple","1"
"7102",2018,2,"Córdoba",2,"Femenino",49,3,"Secundario","Desocupado","2",18000,"Salud_Publica","0",2.29,"No_cumple","0"
"7103",2018,2,"Córdoba",2,"Femenino",35,3,"Secundario","Ocupado","3",25000,"Salud_Privada","0",1.71,"No_cumple","0"
"7104",2018,2,"Córdoba",2,"Masculino",45,3,"Terciario_Universitario","Ocupado","4",35000,"Salud_Privada","0",1.36,"No_cumple","0"
"7105",2018,2,"Córdoba",2,"Masculino",27,5,"Terciario_Universitario","Ocupado","2",15000,"Salud_Publica","0",2.86,"No_cumple","0"
"7106",2018,2,"Córdoba",2,"Femenino",43,3,"Secundario","Ocupado","2",15000,"Salud_Privada","0",2.5,"No_cumple","0"
"7107",2018,2,"Córdoba",2,"Femenino",38,3,"Terciario_Universitario","Ocupado","3",30000,"Salud_Privada","0",2.43,"No_cumple","0"
"7108",2018,2,"Córdoba",2,"Masculino",32,2,"Primario","Ocupado","3",12000,"Salud_Publica","0",1.86,"No_cumple","0"
"7109",2018,2,"Córdoba",2,"Masculino",46,4,"Terciario_Universitario","Ocupado","4",35000,"Salud_Privada","0",2,"No_cumple","0"
"7110",2018,2,"Córdoba",2,"Masculino",70,5,"Primario","Ocupado","3",17000,"Salud_Privada","0",2.43,"No_cumple","0"
"7111",2018,2,"Córdoba",2,"Masculino",49,3,"Terciario_Universitario","Ocupado","5",30000,"Salud_Privada","0",0.57,"No_cumple","0"
"7112",2018,2,"Córdoba",2,"Masculino",57,4,"Secundario","Ocupado","5",35000,"Salud_Privada","0",1.43,"No_cumple","0"
"7113",2018,2,"Córdoba",2,"Masculino",94,5,"Terciario_Universitario","Inactivo","5",36000,"Salud_Privada","0",1.29,"No_cumple","0"
"7114",2018,2,"Córdoba",2,"Femenino",26,2,"Secundario","Ocupado","4",35000,"Salud_Privada","0",1,"No_cumple","0"
"7115",2018,2,"Córdoba",2,"Masculino",30,2,"Secundario","Ocupado","3",18000,"Salud_Privada","0",4,"Cumple","1"
"7116",2018,2,"Córdoba",2,"Masculino",26,2,"Secundario","Ocupado","4",20000,"Salud_Privada","0",1.29,"No_cumple","0"
"7117",2018,2,"Córdoba",2,"Masculino",58,4,"Terciario_Universitario","Ocupado","5",80000,"Salud_Privada","0",5,"Cumple","1"
"7118",2018,2,"Córdoba",2,"Femenino",72,5,"Primario","Inactivo","1",8000,"Salud_Privada","0",0.71,"No_cumple","0"
"7119",2018,2,"Córdoba",2,"Masculino",69,5,"Secundario","Ocupado","4",16000,"Salud_Publica","0",2,"No_cumple","0"
"7120",2018,2,"Córdoba",2,"Femenino",38,3,"Terciario_Universitario","Ocupado","3",24000,"Salud_Privada","0",7,"Cumple","1"
"7121",2018,2,"Córdoba",2,"Masculino",21,3,"Secundario","Ocupado","3",20000,"Salud_Publica","1",2.14,"No_cumple","0"
"7122",2018,2,"Córdoba",2,"Masculino",19,4,"Terciario_Universitario","Inactivo","5",49000,"Salud_Privada","0",3,"Cumple","1"
"7123",2018,2,"Córdoba",2,"Masculino",31,2,"Secundario","Ocupado","3",20000,"Salud_Privada","0",0.57,"No_cumple","0"
"7124",2018,2,"Córdoba",2,"Masculino",63,4,"Terciario_Universitario","Inactivo","4",23000,"Salud_Privada","0",7,"Cumple","1"
"7125",2018,2,"Córdoba",2,"Femenino",31,2,"Terciario_Universitario","Ocupado","2",8000,"Salud_Publica","0",1,"No_cumple","0"
"7126",2018,2,"Córdoba",2,"Femenino",29,2,"Terciario_Universitario","Ocupado","2",6000,"Salud_Publica","0",0.86,"No_cumple","0"
"7127",2018,2,"Córdoba",2,"Femenino",69,5,"Secundario","Inactivo","2",15000,"Salud_Privada","0",2.14,"No_cumple","0"
"7128",2018,2,"Córdoba",2,"Femenino",45,3,"Primario","Ocupado","3",16000,"Salud_Publica","0",0.21,"No_cumple","0"
"7129",2018,2,"Córdoba",2,"Masculino",63,4,"Terciario_Universitario","Inactivo","5",48000,"Salud_Privada","0",2.14,"No_cumple","0"
"7130",2018,2,"Córdoba",2,"Femenino",70,5,"Primario","Inactivo","2",8000,"Salud_Privada","0",0.43,"No_cumple","0"
"7131",2018,2,"Córdoba",2,"Femenino",25,3,"Terciario_Universitario","Ocupado","5",40000,"Salud_Privada","0",4,"Cumple","1"
"7132",2018,2,"Córdoba",2,"Masculino",86,5,"Primario","Inactivo","2",8500,"Salud_Privada","0",0.43,"No_cumple","0"
"7133",2018,2,"Córdoba",2,"Masculino",26,1,"Secundario","Ocupado","3",24000,"Salud_Publica","0",3,"Cumple","1"
"7134",2018,2,"Córdoba",2,"Masculino",48,3,"Terciario_Universitario","Ocupado","5",47000,"Salud_Privada","0",3.5,"Cumple","1"
"7135",2018,2,"Córdoba",2,"Femenino",39,3,"Secundario","Ocupado","4",30000,"Salud_Privada","0",1.43,"No_cumple","0"
"7136",2018,2,"Córdoba",2,"Femenino",21,1,"Secundario","Inactivo","2",11000,"Salud_Publica","0",1.43,"No_cumple","0"
"7137",2018,2,"Córdoba",2,"Masculino",30,4,"Terciario_Universitario","Ocupado","5",80000,"Salud_Privada","0",1.29,"No_cumple","0"
"7138",2018,2,"Córdoba",2,"Masculino",62,4,"Secundario","Inactivo","2",7600,"Salud_Publica","0",2.5,"No_cumple","0"
"7139",2018,2,"Córdoba",2,"Femenino",91,5,"Primario","Inactivo","3",12000,"Salud_Privada","0",3,"Cumple","1"
"7140",2018,2,"Córdoba",2,"Masculino",32,2,"Secundario","Ocupado","5",42000,"Salud_Privada","0",0.14,"No_cumple","0"
"7141",2018,2,"Córdoba",2,"Femenino",62,5,"Secundario","Ocupado","2",10500,"Salud_Privada","0",1.29,"No_cumple","0"
"7142",2018,2,"Córdoba",2,"Femenino",31,2,"Terciario_Universitario","Ocupado","5",90000,"Salud_Privada","0",3,"Cumple","1"
"7143",2018,2,"Córdoba",2,"Femenino",64,4,"Primario","Ocupado","4",15000,"Salud_Privada","0",0.5,"No_cumple","0"
"7144",2018,2,"Córdoba",2,"Masculino",37,3,"Secundario","Ocupado","5",50000,"Salud_Privada","0",3.5,"Cumple","1"
"7145",2018,2,"Córdoba",2,"Masculino",50,4,"Terciario_Universitario","Ocupado","1",0,"Salud_Privada","0",0.29,"No_cumple","0"
"7146",2018,2,"Córdoba",2,"Masculino",66,5,"Primario","Inactivo","4",30000,"Salud_Privada","0",0.86,"No_cumple","0"
"7147",2018,2,"Córdoba",2,"Femenino",63,5,"Primario","Inactivo","3",19500,"Salud_Privada","0",1.29,"No_cumple","0"
"7148",2018,2,"Córdoba",2,"Masculino",28,2,"Terciario_Universitario","Ocupado","5",32000,"Salud_Privada","0",1.14,"No_cumple","0"
"7149",2018,2,"Córdoba",2,"Femenino",47,3,"Terciario_Universitario","Ocupado","5",46000,"Salud_Privada","0",3.57,"Cumple","1"
"7150",2018,2,"Córdoba",2,"Femenino",25,2,"Secundario","Inactivo","3",20000,"Salud_Publica","0",3.43,"Cumple","1"
"7151",2018,2,"Córdoba",2,"Femenino",61,4,"Secundario","Inactivo","3",16300,"Salud_Privada","0",0.86,"No_cumple","0"
"7152",2018,2,"Córdoba",2,"Masculino",21,4,"Terciario_Universitario","Ocupado","4",28000,"Salud_Publica","0",3.43,"Cumple","1"
"7153",2018,2,"Córdoba",2,"Masculino",20,1,"Secundario","Ocupado","3",14000,"Salud_Publica","0",2.14,"No_cumple","0"
"7154",2018,2,"Córdoba",2,"Femenino",56,4,"Secundario","Ocupado","4",15000,"Salud_Publica","0",1.43,"No_cumple","0"
"7155",2018,2,"Córdoba",2,"Masculino",81,5,"Secundario","Inactivo","4",25000,"Salud_Privada","0",5,"Cumple","1"
"7156",2018,2,"Córdoba",2,"Femenino",26,2,"Secundario","Inactivo","2",18000,"Salud_Privada","0",0.43,"No_cumple","0"
"7157",2018,2,"Córdoba",2,"Femenino",39,3,"Terciario_Universitario","Ocupado","2",13280,"Salud_Privada","0",0.86,"No_cumple","0"
"7158",2018,2,"Córdoba",2,"Femenino",73,5,"Secundario","Inactivo","2",8000,"Salud_Privada","0",0.86,"No_cumple","0"
"7159",2018,2,"Córdoba",2,"Femenino",64,4,"Secundario","Ocupado","5",50000,"Salud_Privada","0",2.86,"No_cumple","0"
"7160",2018,2,"Córdoba",2,"Femenino",37,3,"Terciario_Universitario","Ocupado","1",13000,"Salud_Publica","0",1.14,"No_cumple","0"
"7161",2018,2,"Córdoba",2,"Femenino",21,2,"Terciario_Universitario","Inactivo","4",22000,"Salud_Privada","0",2.43,"No_cumple","0"
"7162",2018,2,"Córdoba",2,"Femenino",41,3,"Terciario_Universitario","Ocupado","5",47000,"Salud_Privada","0",2.57,"No_cumple","0"
"7163",2018,2,"Córdoba",2,"Femenino",25,1,"Terciario_Universitario","Ocupado","1",0,"Salud_Privada","0",1.43,"No_cumple","0"
"7164",2018,2,"Córdoba",2,"Masculino",38,5,"Primario","Ocupado","3",17000,"Salud_Publica","0",1.43,"No_cumple","0"
"7165",2018,2,"Córdoba",2,"Femenino",21,3,"Terciario_Universitario","Inactivo","3",20000,"Salud_Publica","0",3,"Cumple","1"
"7166",2018,2,"Córdoba",2,"Femenino",61,4,"Primario","Inactivo","2",9000,"Salud_Privada","0",5.14,"Cumple","1"
"7167",2018,2,"Córdoba",2,"Femenino",30,2,"Secundario","Inactivo","2",19500,"Salud_Privada","0",1.29,"No_cumple","0"
"7168",2018,2,"Córdoba",2,"Masculino",52,4,"Primario","Ocupado","5",80000,"Salud_Privada","0",3,"Cumple","1"
"7169",2018,2,"Córdoba",2,"Femenino",74,5,"Secundario","Inactivo","2",8300,"Salud_Privada","0",2.14,"No_cumple","0"
"7170",2018,2,"Córdoba",2,"Masculino",65,5,"Secundario","Ocupado","5",90000,"Salud_Publica","0",5.43,"Cumple","1"
"7171",2018,2,"Córdoba",2,"Masculino",49,3,"Secundario","Inactivo","3",14000,"Salud_Publica","0",0.29,"No_cumple","0"
"7172",2018,2,"Córdoba",2,"Masculino",24,1,"Terciario_Universitario","Ocupado","4",17000,"Salud_Privada","0",2.14,"No_cumple","0"
"7173",2018,2,"Córdoba",2,"Femenino",28,2,"Terciario_Universitario","Ocupado","3",25000,"Salud_Privada","0",2.29,"No_cumple","0"
"7174",2018,2,"Córdoba",2,"Masculino",86,5,"Primario","Inactivo","2",8900,"Salud_Privada","0",0.71,"No_cumple","0"
"7175",2018,2,"Córdoba",2,"Masculino",22,5,"Secundario","Ocupado","4",20000,"Salud_Privada","0",2.57,"No_cumple","0"
"7176",2018,2,"Córdoba",2,"Masculino",25,2,"Terciario_Universitario","Ocupado","4",26000,"Salud_Publica","0",2,"No_cumple","0"
"7177",2018,2,"Córdoba",2,"Masculino",43,3,"Primario","Ocupado","4",20000,"Salud_Privada","0",0.93,"No_cumple","0"
