REGION,PRVNC,Ingreso_mensual_pesos_hogar,Sexo,Edad,Nivel_de_instrucción,COB_SALUD,PROMEDIO_FV_DIARIO,Sit_laboral,Indice_NBI_hogar_dic,PROMEDIO_FV_DIARIO_Dic
3,86,350,Mujer,40,Primario,Salud_Publica,0.285714285714286,Inactivo,1,No_cumple
6,62,1500,Mujer,27,Terciario_universitario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
2,30,1500,Mujer,30,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
1,6,1900,Varon,19,Secundario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
3,86,1200,Varon,28,Primario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
2,14,950,Mujer,49,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
2,42,4000,Varon,37,Primario,Salud_Privada,4,Ocupado,0,Cumple
4,18,1200,Varon,32,Primario,Salud_Privada,1.71428571428571,Desocupado,0,No_cumple
3,10,3000,Mujer,41,Primario,Salud_Privada,2,Ocupado,0,No_cumple
2,14,700,Varon,39,Primario,Salud_Publica,0.714285714285714,Ocupado,1,No_cumple
2,14,800,Varon,74,Primario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
1,6,2000,Mujer,32,Secundario,Salud_Privada,2.14285714285714,Inactivo,0,No_cumple
3,66,1500,Mujer,18,Secundario,Salud_Publica,2,Inactivo,0,No_cumple
4,54,2600,Varon,49,Secundario,Salud_Privada,4,Ocupado,0,Cumple
3,10,3000,Mujer,28,Terciario_universitario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
2,82,1800,Mujer,60,Secundario,Salud_Privada,4.57142857142857,Inactivo,0,Cumple
3,38,1500,Varon,43,Primario,Salud_Publica,2.71428571428571,Ocupado,1,No_cumple
3,66,1500,Varon,50,Primario,Salud_Publica,2.28571428571429,Ocupado,0,No_cumple
3,66,1000,Mujer,19,Secundario,Salud_Privada,2.42857142857143,Inactivo,1,No_cumple
2,14,800,Mujer,31,Terciario_universitario,Salud_Privada,2.85714285714286,Ocupado,0,No_cumple
4,54,1300,Mujer,35,Secundario,Salud_Privada,0,Ocupado,0,No_cumple
3,38,400,Mujer,76,Primario,Salud_Privada,2.14285714285714,Inactivo,1,No_cumple
2,30,3000,Mujer,58,Primario,Salud_Privada,2.28571428571429,Inactivo,0,No_cumple
2,42,2500,Mujer,26,Primario,Salud_Privada,5.42857142857143,Inactivo,0,Cumple
2,6,2000,Varon,20,Secundario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
2,6,4000,Varon,30,Secundario,Salud_Privada,2.85714285714286,Ocupado,0,No_cumple
3,46,2000,Mujer,20,Primario,Salud_Publica,1.85714285714286,Ocupado,1,No_cumple
3,90,950,Mujer,61,Primario,Salud_Publica,2,Inactivo,0,No_cumple
1,2,2000,Mujer,79,Terciario_universitario,Salud_Privada,2.42857142857143,Inactivo,0,No_cumple
3,66,850,Varon,18,Primario,Salud_Privada,0.857142857142857,Ocupado,1,No_cumple
4,34,1500,Varon,23,Secundario,Salud_Privada,1.28571428571429,Ocupado,1,No_cumple
1,2,5000,Mujer,65,Terciario_universitario,Salud_Privada,1.57142857142857,Inactivo,0,No_cumple
2,82,5000,Mujer,49,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
3,38,2500,Mujer,42,Secundario,Salud_Publica,2.14285714285714,Inactivo,0,No_cumple
1,6,4500,Mujer,29,Terciario_universitario,Salud_Privada,6,Ocupado,0,Cumple
3,10,800,Mujer,52,Primario,Salud_Privada,2.85714285714286,Inactivo,0,No_cumple
3,86,4000,Mujer,50,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
4,18,2500,Varon,44,Secundario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
1,6,4000,Varon,23,Secundario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
1,2,2000,Mujer,28,Secundario,Salud_Privada,1.85714285714286,Desocupado,1,No_cumple
3,38,900,Mujer,52,Primario,Salud_Publica,1.57142857142857,Ocupado,0,No_cumple
1,6,1500,Mujer,47,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
2,30,1400,Mujer,53,Secundario,Salud_Privada,2.71428571428571,Ocupado,0,No_cumple
3,86,600,Varon,26,Terciario_universitario,Salud_Publica,2,Inactivo,0,No_cumple
2,6,5000,Varon,25,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
6,62,2800,Mujer,35,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
6,62,800,Mujer,59,Primario,Salud_Privada,4,Inactivo,0,Cumple
3,38,3000,Varon,48,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
5,70,2600,Mujer,78,Secundario,Salud_Privada,3.85714285714286,Inactivo,0,Cumple
2,30,800,Varon,44,Primario,Salud_Privada,2,Ocupado,0,No_cumple
4,34,700,Mujer,69,Terciario_universitario,Salud_Privada,2.57142857142857,Inactivo,0,No_cumple
2,30,1300,Mujer,68,Primario,Salud_Privada,3.71428571428571,Ocupado,0,Cumple
6,78,2000,Mujer,49,Secundario,Salud_Privada,0.142857142857143,Ocupado,0,No_cumple
3,66,2600,Mujer,38,Secundario,Salud_Privada,2.28571428571429,Inactivo,0,No_cumple
3,38,1800,Mujer,18,Secundario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
1,6,4500,Varon,28,Secundario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
2,42,1200,Mujer,82,Primario,Salud_Privada,3,Inactivo,0,Cumple
1,6,4000,Varon,24,Secundario,Salud_Publica,1,Ocupado,0,No_cumple
2,82,1500,Mujer,75,Primario,Salud_Privada,2.57142857142857,Ocupado,0,No_cumple
2,14,1200,Varon,19,Primario,Salud_Publica,0.857142857142857,Ocupado,1,No_cumple
3,38,2300,Varon,59,Secundario,Salud_Privada,4,Ocupado,0,Cumple
3,10,1000,Mujer,29,Primario,Salud_Privada,0.571428571428572,Inactivo,1,No_cumple
2,6,1000,Mujer,48,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
5,50,2000,Mujer,19,Terciario_universitario,Salud_Privada,2.71428571428571,Ocupado,0,No_cumple
1,2,1500,Mujer,50,Secundario,Salud_Publica,2.28571428571429,Ocupado,0,No_cumple
2,6,2000,Varon,53,Primario,Salud_Privada,1.28571428571429,Ocupado,1,No_cumple
4,22,4000,Mujer,38,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,1,No_cumple
3,66,1000,Mujer,52,Secundario,Salud_Privada,2.42857142857143,Inactivo,1,No_cumple
5,74,3000,Mujer,38,Secundario,Salud_Privada,2.57142857142857,Ocupado,0,No_cumple
2,42,400,Mujer,83,Primario,Salud_Privada,1.28571428571429,Inactivo,0,No_cumple
1,6,2000,Varon,54,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
2,82,4000,Mujer,38,Terciario_universitario,Salud_Privada,3.85714285714286,Ocupado,0,Cumple
6,78,8000,Varon,22,Secundario,Salud_Privada,2.85714285714286,Ocupado,0,No_cumple
5,74,1500,Mujer,62,Primario,Salud_Privada,1,Inactivo,0,No_cumple
3,46,1000,Varon,24,Terciario_universitario,Salud_Publica,0.428571428571429,Inactivo,0,No_cumple
4,22,600,Varon,26,Primario,Salud_Publica,0.285714285714286,Ocupado,1,No_cumple
5,70,1500,Mujer,76,Primario,Salud_Privada,1.57142857142857,Ocupado,1,No_cumple
5,70,3000,Varon,64,Primario,Salud_Privada,2,Ocupado,0,No_cumple
3,46,1200,Varon,24,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
2,14,2300,Varon,68,Secundario,Salud_Privada,4,Ocupado,0,Cumple
3,38,1200,Varon,44,Secundario,Salud_Publica,0.285714285714286,Ocupado,1,No_cumple
3,10,4000,Varon,18,Secundario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
5,74,1800,Varon,28,Primario,Salud_Privada,4,Ocupado,0,Cumple
1,6,1100,Mujer,40,Primario,Salud_Privada,2,Inactivo,0,No_cumple
2,82,1000,Mujer,20,Secundario,Salud_Publica,1.85714285714286,Desocupado,0,No_cumple
2,14,8500,Varon,44,Secundario,Salud_Privada,0.285714285714286,Ocupado,0,No_cumple
3,46,600,Mujer,35,Primario,Salud_Publica,0.857142857142857,Desocupado,0,No_cumple
1,6,700,Mujer,76,Primario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
4,22,3000,Varon,53,Terciario_universitario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
5,74,1000,Mujer,52,Primario,Salud_Publica,2,Inactivo,0,No_cumple
5,50,1500,Varon,82,Primario,Salud_Privada,4,Inactivo,0,Cumple
2,14,3500,Varon,36,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
3,46,2000,Mujer,63,Primario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
6,58,1245,Varon,25,Primario,Salud_Publica,1.42857142857143,Ocupado,1,No_cumple
1,2,5000,Mujer,22,Terciario_universitario,Salud_Publica,1.14285714285714,Inactivo,0,No_cumple
2,42,5000,Mujer,70,Primario,Salud_Privada,7.57142857142857,Ocupado,0,Cumple
3,90,1300,Mujer,54,Primario,Salud_Publica,1.42857142857143,Inactivo,0,No_cumple
1,2,1800,Varon,79,Primario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
4,34,700,Varon,41,Primario,Salud_Publica,1,Ocupado,1,No_cumple
2,6,3000,Varon,50,Terciario_universitario,Salud_Privada,1.85714285714286,Ocupado,0,No_cumple
4,54,2800,Mujer,34,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
3,38,1200,Varon,35,Primario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
4,34,1400,Mujer,28,Terciario_universitario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
5,50,1200,Mujer,75,Primario,Salud_Privada,2,Inactivo,0,No_cumple
1,6,2400,Varon,20,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
4,18,670,Mujer,37,Primario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
4,54,2500,Varon,22,Secundario,Salud_Publica,1.85714285714286,Ocupado,1,No_cumple
4,18,1800,Varon,42,Primario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
2,82,2500,Mujer,62,Terciario_universitario,Salud_Privada,4,Ocupado,0,Cumple
2,42,10000,Mujer,48,Terciario_universitario,Salud_Privada,4.42857142857143,Ocupado,0,Cumple
2,6,2000,Varon,20,Terciario_universitario,Salud_Privada,0.571428571428572,Inactivo,0,No_cumple
2,82,3000,Mujer,44,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
1,6,3000,Mujer,32,Primario,Salud_Privada,4,Ocupado,1,Cumple
5,50,2000,Mujer,32,Terciario_universitario,Salud_Publica,1,Inactivo,0,No_cumple
6,78,1200,Varon,23,Secundario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
2,42,3500,Mujer,35,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
1,6,2000,Mujer,37,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
3,38,1300,Mujer,22,Terciario_universitario,Salud_Publica,0.857142857142857,Ocupado,1,No_cumple
2,82,3500,Mujer,56,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
4,54,600,Mujer,52,Primario,Salud_Publica,4,Inactivo,0,Cumple
2,14,1700,Varon,49,Secundario,Salud_Publica,2,Ocupado,0,No_cumple
4,34,1500,Mujer,48,Primario,Salud_Privada,2.42857142857143,Inactivo,1,No_cumple
6,94,10000,Varon,38,Secundario,Salud_Publica,0.571428571428572,Ocupado,0,No_cumple
2,6,800,Mujer,52,Primario,Salud_Publica,2,Inactivo,0,No_cumple
6,94,6000,Mujer,36,Secundario,Salud_Publica,0.857142857142857,Ocupado,0,No_cumple
4,34,2000,Varon,24,Terciario_universitario,Salud_Privada,3.42857142857143,Ocupado,0,Cumple
6,78,2000,Mujer,73,Primario,Salud_Privada,2.71428571428571,Inactivo,0,No_cumple
3,46,1500,Varon,44,Secundario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
4,54,1300,Mujer,29,Terciario_universitario,Salud_Privada,1,Ocupado,0,No_cumple
6,94,1500,Mujer,70,Primario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
4,22,1600,Varon,76,Primario,Salud_Privada,2,Inactivo,0,No_cumple
2,14,1500,Mujer,28,Secundario,Salud_Publica,3,Ocupado,0,Cumple
5,50,750,Varon,39,Secundario,Salud_Publica,4,Ocupado,0,Cumple
3,10,1000,Varon,28,Primario,Salud_Publica,0,Ocupado,0,No_cumple
3,66,1600,Mujer,34,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
3,86,2000,Mujer,22,Primario,Salud_Publica,0.428571428571429,Inactivo,0,No_cumple
6,94,5500,Varon,30,Terciario_universitario,Salud_Privada,1,Ocupado,0,No_cumple
4,18,4500,Varon,59,Terciario_universitario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
2,6,3000,Mujer,41,Primario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
3,38,1200,Varon,42,Secundario,Salud_Publica,1.14285714285714,Ocupado,1,No_cumple
2,6,2000,Mujer,22,Secundario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
4,54,1800,Varon,60,Primario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
3,86,1400,Varon,30,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
5,50,900,Mujer,57,Secundario,Salud_Privada,3.57142857142857,Inactivo,0,Cumple
2,42,1000,Mujer,65,Primario,Salud_Privada,2,Inactivo,0,No_cumple
5,70,400,Mujer,60,Primario,Salud_Publica,1.14285714285714,Ocupado,0,No_cumple
4,34,1600,Mujer,80,Primario,Salud_Privada,1.57142857142857,Inactivo,0,No_cumple
3,10,3500,Varon,45,Secundario,Salud_Privada,14,Ocupado,0,Cumple
4,18,1200,Mujer,29,Terciario_universitario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
5,50,1800,Varon,71,Secundario,Salud_Privada,2.85714285714286,Inactivo,0,No_cumple
2,6,4500,Mujer,35,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
2,14,1200,Mujer,80,Primario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
2,6,1200,Mujer,48,Primario,Salud_Privada,0.285714285714286,Inactivo,0,No_cumple
3,10,1800,Mujer,46,Primario,Salud_Privada,7.14285714285714,Inactivo,0,Cumple
2,14,800,Varon,33,Primario,Salud_Publica,1.14285714285714,Ocupado,1,No_cumple
3,46,600,Mujer,23,Terciario_universitario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
2,30,3000,Varon,18,Secundario,Salud_Privada,4,Inactivo,0,Cumple
5,70,1100,Varon,70,Secundario,Salud_Privada,8,Desocupado,0,Cumple
4,34,6000,Mujer,62,Primario,Salud_Privada,2,Inactivo,0,No_cumple
5,50,900,Varon,74,Primario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
3,66,1700,Mujer,45,Terciario_universitario,Salud_Privada,1,Ocupado,0,No_cumple
1,6,5000,Mujer,63,Terciario_universitario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
3,66,2000,Mujer,22,Secundario,Salud_Privada,3,Desocupado,1,Cumple
3,10,1200,Mujer,52,Primario,Salud_Privada,8.14285714285714,Ocupado,0,Cumple
3,38,1500,Varon,57,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
1,6,400,Varon,61,Terciario_universitario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
3,90,490,Mujer,71,Primario,Salud_Privada,1,Inactivo,0,No_cumple
4,22,900,Mujer,19,Secundario,Salud_Publica,1.42857142857143,Ocupado,0,No_cumple
4,18,4000,Varon,38,Secundario,Salud_Publica,1.14285714285714,Ocupado,1,No_cumple
6,58,500,Mujer,86,Primario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
2,82,1000,Mujer,68,Primario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
3,66,2500,Mujer,60,Primario,Salud_Privada,2,Ocupado,0,No_cumple
1,6,1500,Varon,56,Secundario,Salud_Privada,1.42857142857143,Desocupado,0,No_cumple
2,14,1800,Varon,66,Primario,Salud_Privada,2.71428571428571,Inactivo,0,No_cumple
1,6,4000,Mujer,20,Secundario,Salud_Publica,0.571428571428572,Inactivo,1,No_cumple
5,50,1200,Mujer,30,Primario,Salud_Publica,0,Ocupado,1,No_cumple
6,78,9000,Mujer,51,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
2,82,850,Mujer,20,Terciario_universitario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
5,74,5000,Varon,32,Terciario_universitario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
4,54,4000,Varon,21,Terciario_universitario,Salud_Privada,0.285714285714286,Ocupado,1,No_cumple
4,22,2000,Varon,49,Secundario,Salud_Publica,0.142857142857143,Desocupado,0,No_cumple
1,2,3800,Varon,30,Terciario_universitario,Salud_Publica,0.571428571428572,Inactivo,0,No_cumple
6,58,2000,Varon,33,Terciario_universitario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
2,82,4400,Varon,77,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
2,14,3000,Mujer,33,Terciario_universitario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
1,6,2000,Mujer,21,Secundario,Salud_Publica,2,Ocupado,0,No_cumple
6,62,2000,Varon,25,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
5,50,1200,Varon,52,Terciario_universitario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
2,6,800,Varon,70,Primario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
2,42,1500,Varon,20,Secundario,Salud_Publica,1.28571428571429,Ocupado,0,No_cumple
6,78,8000,Mujer,73,Secundario,Salud_Privada,3,Inactivo,0,Cumple
1,2,2500,Mujer,71,Secundario,Salud_Privada,28,Inactivo,0,Cumple
6,94,3000,Varon,69,Primario,Salud_Privada,2.71428571428571,Ocupado,0,No_cumple
2,30,1300,Mujer,49,Primario,Salud_Publica,2,Ocupado,0,No_cumple
6,94,6000,Varon,21,Secundario,Salud_Publica,0.571428571428572,Inactivo,0,No_cumple
4,18,4000,Varon,35,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
2,14,700,Mujer,55,Primario,Salud_Publica,3,Inactivo,0,Cumple
2,82,1200,Mujer,55,Primario,Salud_Privada,4,Ocupado,0,Cumple
4,22,2500,Mujer,50,Terciario_universitario,Salud_Privada,5,Ocupado,0,Cumple
6,26,12000,Mujer,48,Primario,Salud_Privada,2.28571428571429,Ocupado,0,No_cumple
6,58,700,Mujer,72,Primario,Salud_Publica,1.42857142857143,Inactivo,0,No_cumple
2,82,1600,Varon,46,Secundario,Salud_Privada,2.42857142857143,Ocupado,0,No_cumple
2,42,4500,Varon,46,Secundario,Salud_Privada,4,Ocupado,0,Cumple
1,2,2000,Varon,68,Terciario_universitario,Salud_Privada,3,Inactivo,0,Cumple
2,14,5000,Varon,43,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
6,26,3000,Mujer,52,Terciario_universitario,Salud_Privada,3.14285714285714,Ocupado,0,Cumple
6,78,5000,Varon,82,Primario,Salud_Privada,0.142857142857143,Inactivo,0,No_cumple
4,34,2500,Varon,27,Secundario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
2,30,1600,Varon,53,Primario,Salud_Privada,2,Ocupado,0,No_cumple
2,82,2000,Varon,31,Secundario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
2,30,5000,Mujer,44,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
1,6,2500,Mujer,40,Secundario,Salud_Privada,0.428571428571429,Inactivo,0,No_cumple
2,82,1600,Mujer,75,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
1,2,1500,Mujer,29,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
3,86,4000,Varon,35,Terciario_universitario,Salud_Privada,0,Ocupado,0,No_cumple
2,82,200,Mujer,71,Primario,Salud_Privada,0.428571428571429,Inactivo,1,No_cumple
3,38,900,Mujer,24,Terciario_universitario,Salud_Publica,1.42857142857143,Ocupado,1,No_cumple
4,34,800,Varon,26,Primario,Salud_Publica,1.14285714285714,Ocupado,1,No_cumple
4,54,1200,Mujer,72,Primario,Salud_Privada,4,Inactivo,0,Cumple
5,50,1400,Mujer,72,Secundario,Salud_Privada,3,Inactivo,0,Cumple
6,26,3500,Varon,38,Primario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
6,78,9000,Varon,52,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
6,78,9000,Mujer,64,Primario,Salud_Privada,2,Ocupado,0,No_cumple
6,62,1080,Mujer,80,Primario,Salud_Privada,4,Inactivo,0,Cumple
5,70,5000,Mujer,72,Secundario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
3,38,2000,Mujer,42,Terciario_universitario,Salud_Privada,3.85714285714286,Ocupado,0,Cumple
3,10,800,Mujer,67,Secundario,Salud_Privada,2,Inactivo,1,No_cumple
2,30,850,Mujer,33,Terciario_universitario,Salud_Publica,2.85714285714286,Ocupado,1,No_cumple
2,6,5500,Mujer,28,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
5,70,2200,Mujer,19,Secundario,Salud_Privada,0.571428571428572,Desocupado,0,No_cumple
4,18,2000,Mujer,28,Secundario,Salud_Publica,2.57142857142857,Ocupado,0,No_cumple
2,14,1000,Mujer,64,Secundario,Salud_Publica,1.14285714285714,Ocupado,0,No_cumple
6,62,4000,Varon,34,Secundario,Salud_Publica,0.428571428571429,Ocupado,0,No_cumple
3,46,3500,Mujer,22,Terciario_universitario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
1,6,1000,Varon,54,Primario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
2,6,8000,Varon,42,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
4,18,200,Varon,41,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
4,18,3000,Mujer,33,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
2,82,2000,Mujer,31,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
6,26,1500,Mujer,53,Primario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
6,62,2400,Mujer,61,Primario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
6,62,820,Mujer,60,Primario,Salud_Privada,0.285714285714286,Inactivo,1,No_cumple
3,10,1500,Mujer,40,Terciario_universitario,Salud_Privada,0,Ocupado,0,No_cumple
3,10,2400,Mujer,46,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
2,6,2000,Varon,20,Primario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
6,78,4500,Mujer,20,Terciario_universitario,Salud_Privada,0.285714285714286,Inactivo,0,No_cumple
6,58,1200,Varon,60,Primario,Salud_Publica,1.42857142857143,Ocupado,0,No_cumple
2,42,1000,Mujer,62,Primario,Salud_Privada,2,Inactivo,0,No_cumple
2,42,1700,Mujer,64,Primario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
5,74,700,Mujer,79,Primario,Salud_Privada,3,Inactivo,1,Cumple
6,58,3000,Mujer,63,Terciario_universitario,Salud_Privada,4,Inactivo,0,Cumple
2,82,250,Mujer,52,Primario,Salud_Publica,0.571428571428572,Ocupado,1,No_cumple
4,18,300,Varon,60,Secundario,Salud_Privada,0.428571428571429,Inactivo,0,No_cumple
4,22,2000,Mujer,71,Secundario,Salud_Privada,3,Inactivo,0,Cumple
6,78,6000,Varon,39,Primario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
6,94,500,Mujer,48,Terciario_universitario,Salud_Publica,0.857142857142857,Ocupado,0,No_cumple
1,6,5000,Varon,25,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
3,10,8000,Varon,43,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
6,94,1500,Mujer,44,Primario,Salud_Privada,1.57142857142857,Desocupado,0,No_cumple
1,6,1700,Varon,60,Terciario_universitario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
2,14,1200,Mujer,80,Primario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
3,38,1500,Varon,18,Secundario,Salud_Privada,3,Inactivo,0,Cumple
2,30,2500,Mujer,30,Terciario_universitario,Salud_Publica,1.71428571428571,Ocupado,0,No_cumple
4,34,3000,Mujer,81,Secundario,Salud_Privada,3,Inactivo,0,Cumple
3,66,2500,Mujer,32,Terciario_universitario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
3,86,1500,Varon,36,Secundario,Salud_Privada,3,Ocupado,0,Cumple
5,74,6000,Mujer,42,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
3,86,3000,Mujer,37,Secundario,Salud_Privada,4,Ocupado,0,Cumple
5,70,1000,Varon,65,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
6,58,1500,Mujer,33,Secundario,Salud_Privada,3,Ocupado,0,Cumple
2,42,8000,Mujer,40,Terciario_universitario,Salud_Privada,3.28571428571429,Ocupado,0,Cumple
6,26,2400,Varon,42,Primario,Salud_Privada,2,Ocupado,0,No_cumple
2,42,1500,Mujer,88,Secundario,Salud_Privada,0.571428571428572,Inactivo,0,No_cumple
4,18,4000,Mujer,41,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
4,18,2500,Mujer,44,Primario,Salud_Privada,0.428571428571429,Inactivo,0,No_cumple
3,38,4000,Varon,46,Primario,Salud_Publica,3.14285714285714,Ocupado,0,Cumple
3,46,4000,Varon,32,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
2,30,800,Varon,35,Primario,Salud_Privada,0.142857142857143,Ocupado,1,No_cumple
6,26,1500,Varon,45,Terciario_universitario,Salud_Privada,3.28571428571429,Ocupado,0,Cumple
2,82,2500,Varon,27,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
6,62,1600,Varon,30,Primario,Salud_Privada,2,Ocupado,0,No_cumple
2,6,3000,Varon,64,Secundario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
3,38,1200,Mujer,70,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
2,42,3000,Mujer,82,Primario,Salud_Privada,2.85714285714286,Inactivo,0,No_cumple
6,62,360,Mujer,27,Terciario_universitario,Salud_Publica,3.14285714285714,Inactivo,0,Cumple
2,14,2000,Mujer,38,Terciario_universitario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
2,14,2500,Mujer,50,Secundario,Salud_Privada,1,Inactivo,0,No_cumple
3,66,1500,Mujer,33,Secundario,Salud_Publica,1.42857142857143,Ocupado,0,No_cumple
5,70,5000,Varon,59,Secundario,Salud_Privada,3.42857142857143,Ocupado,0,Cumple
2,14,800,Varon,75,Primario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
3,90,2200,Varon,36,Secundario,Salud_Privada,2.85714285714286,Ocupado,0,No_cumple
2,6,6000,Mujer,41,Terciario_universitario,Salud_Privada,4.85714285714286,Ocupado,0,Cumple
3,38,1800,Mujer,27,Terciario_universitario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
4,22,800,Mujer,66,Primario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
